"Type","Date","Site","Age","LM","Taxon","Quantile_0.025","Quantile_0.25","Quantile_0.5","Quantile_0.75","Quantile_0.975"
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;_1",0.0014591880987072,0.00278466410344804,0.0038072011359826,0.0050760220366924,0.00866540544684217
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_5",0.00116723148555407,0.00239188718637241,0.00319518403572355,0.00420138473944419,0.00704012795595883
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia-Obesumbacterium;_1",0.000895319049671111,0.00178554489730191,0.00259099838772275,0.00344537351125222,0.0063973934707759
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;_1",0.00146715308795951,0.00263182642944913,0.00361239808997006,0.00475333903486642,0.007825613323793
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_6",0.00137590151236533,0.00267420485734217,0.00372813904329068,0.00512674028124887,0.00833113343062952
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;_1",0.00157973490629709,0.00326860502477062,0.00448813337809244,0.00616460138152929,0.0103101321589349
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_21",0.00090350926684887,0.00179003374273408,0.00253076892665985,0.00346707284201034,0.00591938188228196
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_1",0.00135598521518615,0.00287010151799561,0.00407558415543408,0.00553353226134305,0.0093206191006871
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;_1",0.000938476748715741,0.00176051361596865,0.00240601887125614,0.00327089600371565,0.00565418716880266
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;_1",0.000997401639743481,0.00207475732405648,0.00286294150008438,0.00390397196875687,0.00676799275074558
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella;_1",0.000973710318531098,0.00199869986352307,0.00271443328659194,0.0036512375725307,0.006137685524836
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Janibacter;_2",0.000934369035451844,0.00188476107073111,0.00259621184833766,0.00353838111854292,0.00617013544971806
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_2",0.000965932636339642,0.00194150842993907,0.00275566816270586,0.00381703412547592,0.00669657346888424
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_20",0.00112638147013844,0.00208425046448299,0.0028850091792684,0.00389464701908832,0.00642347823085311
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_3",0.000814546418135079,0.00170999318665005,0.00240881882639469,0.00333613210358279,0.00585774990275391
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;_1",0.00170854677556201,0.00336177794276951,0.00470881873082747,0.00648274083382823,0.0113604366087335
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;_2",0.00101509665177972,0.00206598646847782,0.00282669630378194,0.00386530590111174,0.00682750453358895
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_1",0.00081521669634083,0.00165115955230997,0.0022813918666449,0.00309312736657682,0.00532147707549584
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Zymophilus;_1",0.000872822772268065,0.00177881889092021,0.00248493839665714,0.00334465237951273,0.00558916717439747
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_7",0.00124964695809148,0.00233318595817362,0.00325251262672764,0.00438885793055088,0.00731396059492872
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;difficilis;_1",0.00117201633809102,0.0022154186330545,0.00307754744915388,0.00421410148171127,0.00701319912148445
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;_1",0.000901589609213543,0.00186421849351744,0.00255925314601394,0.00357565775337767,0.00631554074748327
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_61",0.00108495441436366,0.00229243483207608,0.00326049325928678,0.00438789729465874,0.00724610080138943
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_2",0.000920801817118607,0.00191384221140751,0.00274542539997827,0.0037600360417862,0.00628122238571545
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_3",0.00115146230716699,0.00227027946817666,0.003123399409843,0.00422199222001753,0.00729886438038577
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;terrigena;_1",0.000905631110574115,0.00184015910860253,0.00255833314047133,0.00351833925467477,0.00583295302540706
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;_1",0.00111737236870725,0.00226349711275859,0.00310369972127195,0.0042000012199015,0.00716158212817579
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;_1",0.00104781464463774,0.00212078591026814,0.00295542572823787,0.00395845429988494,0.00677746608853971
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea;_1",0.000866685982372771,0.0017462539555157,0.00243969354312647,0.00335043320134754,0.00545792105201397
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter;_2",0.00113513951354235,0.00233549770274478,0.00323941971432052,0.00440397629198558,0.00741967494803268
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;_2",0.000837046205405275,0.00172908709398942,0.00242991014190315,0.00333480204490072,0.00589121124835805
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;_1",0.000920201513105777,0.00190614564480471,0.00266596201259357,0.00355778692572923,0.00592321933753958
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella;_1",0.00123123771535887,0.0024363297288693,0.00337765548935362,0.00454606954769921,0.00775468236639112
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;_3",0.00109873838100496,0.00218652826400443,0.00301984773680962,0.00410557415160535,0.00713560516012841
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_1",0.00097607150453745,0.00193534009558276,0.00270953718016265,0.00370469567377717,0.0062092290605001
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;FukuN18_freshwater_group;_1",0.000990287761729081,0.00191914110684057,0.00266666339151265,0.00360279043207768,0.00604290740917934
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;_2",0.00130380685356508,0.00252857789672715,0.00350182414078256,0.00467289367799808,0.00772926182483483
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;_2",0.0009282136665257,0.0018339220930755,0.00254365205513227,0.00351142448160007,0.00592471114268942
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_27",0.00120539181937785,0.00261440990129716,0.00366152694659271,0.0048775694493354,0.00866474484179293
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;gracile;_1",0.00157135219798307,0.00339493165404921,0.00476415784716848,0.00658078446902404,0.0113594048202256
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Patescibacteria;Gracilibacteria;_3",0.000935207445865951,0.00178471415818716,0.00243111586710189,0.00338876260313824,0.00561915708826657
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_28",0.00113343600598742,0.00230393966896726,0.00313932007509218,0.00431482403633747,0.00692501232138124
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;_1",0.00108477207755974,0.00217236099451229,0.00300850856624777,0.00411222958500647,0.00672093799490374
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_19",0.00100194521153752,0.00208251113772194,0.00292099014896838,0.0038886186386855,0.00666029862577715
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;_1",0.000817188101398926,0.00170441906736195,0.00240609120110192,0.00330467527490325,0.00585963520273987
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;_1",0.000823433051419248,0.00173686804492807,0.0024636145554527,0.00347951171159537,0.00595174545322049
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;koreense;_1",0.00131644711578245,0.00257996837705271,0.00361443428462675,0.00488641420977182,0.00844704469891365
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;_1",0.000873520285459493,0.00169569609828695,0.00233205914864531,0.00322549055902878,0.00539379179556816
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudochrobactrum;_1",0.000929901109351821,0.00187709641070644,0.00262605245846062,0.00361568826346343,0.00623483458070708
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;_1",0.000881833153805624,0.00182471532843304,0.00257563494405496,0.00349631782121094,0.00614079523703617
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;_1",0.00100269854084588,0.00197744134927974,0.00275517482630057,0.00378784747277463,0.00652303130851836
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_31",0.0012868364066113,0.00262361784277501,0.00365593488180256,0.00508798398075407,0.00860999071023681
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_34",0.000966117958436624,0.00184022526092771,0.00258239363241728,0.00351315245511679,0.0059869256157328
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_1",0.000988468882973347,0.00189486130286007,0.00266590647436244,0.0035905017038006,0.00607881588410206
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_13",0.00167885115714131,0.00316576528430179,0.00448603284099054,0.00603212516444179,0.0107664837580211
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;_1",0.000875415248735942,0.00172332105723075,0.00240524732564317,0.00324348348648983,0.0055752072275574
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_13",0.00196206048150429,0.00386284876710099,0.00535222313715281,0.00733881508522269,0.0124162692173149
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_14",0.000938875909136922,0.00192116982167523,0.00271989701569083,0.00371630258738853,0.00652431345791113
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_24",0.000910570837605,0.00180090874298192,0.00255764196455876,0.00349387463519309,0.00583121096439272
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Patescibacteria;Gracilibacteria;_1",0.000998473192079896,0.00195856231798731,0.00268180169953644,0.00357065270348556,0.00610832182964227
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_2",0.000833432612620818,0.00175988004069259,0.00250873135419911,0.00341823369037873,0.00573543662811213
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_8",0.000847202655159797,0.00168172115141322,0.00234942630037369,0.00328595306768018,0.0057010541529532
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_8",0.000982092783584847,0.00210582942937732,0.00301825675376978,0.00422861477116626,0.00727246199723177
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;_1",0.00127907197843676,0.00244308172910048,0.00336182412378696,0.00461592468545284,0.00775744195973799
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;_1",0.0016642528674825,0.00376437129671263,0.00527678051937729,0.00710617538194644,0.0122930335894752
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;T34;_1",0.000892708365289272,0.00186120150896251,0.00262581551370449,0.00364479153270578,0.00614140918333592
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;_1",0.00101490098534942,0.00196686682944396,0.00275644458552647,0.00369812282610011,0.00648224013025834
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_49",0.000920672780322759,0.0018185416100654,0.00256010023536938,0.00349198670384763,0.00591770432293821
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_23",0.000816755457382388,0.00173508413755108,0.00240916055715735,0.00332659172723138,0.00593430749143817
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;_2",0.000840094514940185,0.00178958970292129,0.00253282286259952,0.00341444133530646,0.00593001212145619
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_3",0.000923354569092432,0.00192713349807086,0.00266187562173884,0.00363716573052028,0.00608929663705872
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_1",0.00091213231962413,0.00184013178830959,0.00252987031519421,0.00346345341859863,0.00592807178617341
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Planktoluna;_3",0.00106167398363136,0.00209439203365086,0.00293372070797539,0.0041173929498239,0.00694783341109187
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Other",0.0151215396898764,0.021163738271215,0.0247808361237252,0.0288160433903846,0.0375865871715358
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_1",0.000362845920933797,0.000582636321153979,0.000741883977904752,0.000952040444775958,0.00153819065888297
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_3",0.00121844061321345,0.0022527819353079,0.00312864386388712,0.00419203189557446,0.00758644781547551
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_4",0.11425047885156,0.146428843594731,0.165477113243094,0.184783988247576,0.230796483107334
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;_1",0.0473884168495153,0.0633530841506328,0.0724816493852709,0.0834524519430974,0.107204268191167
